#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
    54.00	 2CXO J174544.0-290037	 17 45 44.09	-29 00 37.83	     0.73	     0.73	    149.8	    35.75	                TRUE	   0.9557	   0.9026	   0.9913	1759640.0
    55.16	 2CXO J174538.6-285935	 17 45 38.69	-28 59 35.89	     0.72	     0.72	    174.8	    24.35	                TRUE	   0.9994	   0.9488	   1.0000	2400087.4
    55.37	 2CXO J174539.9-290123	 17 45 39.92	-29 01 23.50	     0.72	     0.71	     93.5	    35.53	                TRUE	   0.9794	   0.9600	   0.9938	2493928.1
    55.38	 2CXO J174539.0-290121	 17 45 39.03	-29 01 21.92	     0.71	     0.71	      0.0	    55.81	                TRUE	         	         	         	2292840.0
    55.79	 2CXO J174535.8-290018	 17 45 35.86	-29 00 18.01	     0.73	     0.72	     93.8	    27.38	                TRUE	   0.9994	   0.9638	   1.0000	1742472.8
    55.87	 2CXO J174540.3-285932	 17 45 40.30	-28 59 32.39	     0.75	     0.74	    137.8	    29.59	                TRUE	   0.9994	   0.9563	   1.0000	2455841.1
    56.03	 2CXO J174540.0-285932	 17 45 40.04	-28 59 32.12	     0.72	     0.71	     81.8	    27.86	                TRUE	   0.9631	   0.9438	   0.9813	2525034.4
    56.24	 2CXO J174535.9-290047	 17 45 36.00	-29 00 47.04	     0.74	     0.74	     91.8	   113.50	                TRUE	   0.9994	   0.9563	   1.0000	1747551.3
    56.39	 2CXO J174536.1-290051	 17 45 36.11	-29 00 51.10	     0.72	     0.72	    100.9	   131.33	                TRUE	   0.9994	   0.9475	   1.0000	1692428.5
    56.63	 2CXO J174541.7-285936	 17 45 41.77	-28 59 36.28	     0.72	     0.72	    115.1	    31.51	                TRUE	   0.9994	   0.9788	   1.0000	2027292.6
    56.78	 2CXO J174539.0-290123	 17 45 39.08	-29 01 23.53	     0.72	     0.72	      0.0	    54.46	                TRUE	         	         	         	2292840.0
    57.10	 2CXO J174537.9-285937	 17 45 37.96	-28 59 37.96	     0.72	     0.72	    146.2	    21.62	                TRUE	   0.9994	   0.9500	   1.0000	2266555.4
    57.53	 2CXO J174537.3-285942	 17 45 37.33	-28 59 42.92	     0.74	     0.73	     42.4	    18.05	                TRUE	   0.9994	   0.9700	   1.0000	1961292.5
    57.61	 2CXO J174537.6-285939	 17 45 37.66	-28 59 39.75	     0.72	     0.72	      0.0	    19.22	                TRUE	   0.9994	   0.9350	   1.0000	2022198.9
    57.62	 2CXO J174540.0-290125	 17 45 40.09	-29 01 25.77	     0.71	     0.71	      0.0	    33.98	                TRUE	   0.9994	   0.9725	   1.0000	2482813.0
    57.62	 2CXO J174535.6-290034	 17 45 35.67	-29 00 34.76	     0.71	     0.71	     85.5	    52.28	                TRUE	   0.9544	   0.9288	   0.9750	1728051.2
    57.76	 2CXO J174540.1-290125	 17 45 40.19	-29 01 25.87	     0.71	     0.71	      0.0	    32.08	                TRUE	   0.9994	   0.9800	   1.0000	2482813.0
    58.09	 2CXO J174537.0-290110	 17 45 37.01	-29 01 10.58	     0.72	     0.72	     78.6	   141.86	                TRUE	   0.9819	   0.9613	   0.9963	1793198.4
    58.19	 2CXO J174541.6-285933	 17 45 41.63	-28 59 33.81	     0.72	     0.71	     16.4	    30.84	                TRUE	         	         	         	2114487.2
    58.37	 2CXO J174541.9-290120	 17 45 41.95	-29 01 20.89	     0.72	     0.72	    127.2	    27.99	                TRUE	   0.9532	   0.9126	   0.9850	2093949.1
    58.37	 2CXO J174538.6-290123	 17 45 38.66	-29 01 23.65	     0.72	     0.72	    161.5	    64.86	                TRUE	   0.9731	   0.9438	   0.9938	2181815.7
    58.38	 2CXO J174536.9-285946	 17 45 36.90	-28 59 46.70	     0.78	     0.76	     94.2	    17.14	                TRUE	   0.6971	   0.5515	   0.8201	1807959.6
    58.46	 2CXO J174535.6-290020	 17 45 35.62	-29 00 20.34	     0.72	     0.72	    147.5	    23.42	                TRUE	   0.8420	   0.7689	   0.9076	1728051.2
    58.57	 2CXO J174535.8-290046	 17 45 35.81	-29 00 46.90	     0.72	     0.72	      0.0	   111.69	                TRUE	   0.9032	   0.8301	   0.9625	1742466.4
    59.77	 2CXO J174539.8-285928	 17 45 39.85	-28 59 28.43	     0.75	     0.74	     90.1	    21.85	                TRUE	         	         	         	2526000.6
    59.98	 2CXO J174539.0-290126	 17 45 39.03	-29 01 26.66	     0.71	     0.71	     95.2	    56.56	                TRUE	   0.9894	   0.9813	   0.9975	2131982.0
    60.01	 2CXO J174539.0-285929	 17 45 39.05	-28 59 29.55	     0.74	     0.72	     12.9	    23.21	                TRUE	   0.9994	   0.9425	   1.0000	2446728.6
    60.06	 2CXO J174543.1-285943	 17 45 43.11	-28 59 43.67	     0.74	     0.73	    142.3	    23.93	                TRUE	   0.9994	   0.9500	   1.0000	1804142.5
    60.09	 2CXO J174541.2-285930	 17 45 41.22	-28 59 30.11	     0.75	     0.75	     54.8	    30.18	                TRUE	         	         	         	2213985.7
    60.12	 2CXO J174535.6-290012	 17 45 35.62	-29 00 12.01	     0.73	     0.72	     62.4	    18.95	                TRUE	   0.9482	   0.8863	   0.9913	1747557.7
    60.21	 2CXO J174539.7-285928	 17 45 39.73	-28 59 28.07	     0.74	     0.73	     69.8	    21.76	                TRUE	         	         	         	2526000.6
    60.34	 2CXO J174536.6-290109	 17 45 36.65	-29 01 09.03	     0.72	     0.72	      0.0	   170.75	                TRUE	   0.9994	   0.9413	   1.0000	1747529.7
    60.45	 2CXO J174541.0-285929	 17 45 41.04	-28 59 29.15	     0.75	     0.73	    122.4	    29.56	                TRUE	         	         	         	2246148.6
    60.96	 2CXO J174535.7-290004	 17 45 35.76	-29 00 04.41	     0.71	     0.71	      0.0	    17.94	                TRUE	   0.9994	   0.9925	   1.0000	1747557.7
    61.75	 2CXO J174538.9-290128	 17 45 38.92	-29 01 28.12	     0.75	     0.73	     66.2	    58.79	                TRUE	   0.9369	   0.8901	   0.9738	2113779.9
    61.84	 2CXO J174538.7-285928	 17 45 38.78	-28 59 28.54	     0.74	     0.73	    130.5	    20.72	                TRUE	   0.9994	   0.9388	   1.0000	2401053.6
    61.97	 2CXO J174539.5-290129	 17 45 39.50	-29 01 29.71	     0.74	     0.73	    168.2	    40.42	                TRUE	   0.9994	   0.9438	   1.0000	2423650.3
    62.48	 2CXO J174536.8-290114	 17 45 36.82	-29 01 14.25	     1.14	     1.14	      0.0	     8.19	                TRUE	   0.8645	   0.7876	   0.9313	1753803.0
    62.83	 2CXO J174535.8-285957	 17 45 35.87	-28 59 57.10	     1.15	     1.15	      0.0	    17.26	                TRUE	         	         	         	1746477.6
    63.06	 2CXO J174539.9-285925	 17 45 39.93	-28 59 25.11	     0.72	     0.72	      0.0	    21.73	                TRUE	   0.9606	   0.9188	   0.9900	2526003.7
    63.28	 2CXO J174539.7-285925	 17 45 39.72	-28 59 25.00	     0.72	     0.72	      0.0	    20.12	                TRUE	   0.9994	   0.9575	   1.0000	2526003.7
    63.45	 2CXO J174542.5-285933	 17 45 42.52	-28 59 33.71	     0.73	     0.73	     29.8	    32.07	                TRUE	   0.9994	   0.9038	   1.0000	1877397.8
    63.58	 2CXO J174539.0-285925	 17 45 39.07	-28 59 25.86	     0.75	     0.73	     66.8	    20.56	                TRUE	   0.9319	   0.8676	   0.9825	2446731.7
    63.64	 2CXO J174535.8-285955	 17 45 35.88	-28 59 55.42	     0.88	     0.75	      6.6	    17.58	                TRUE	         	         	         	1784675.6
    63.84	 2CXO J174540.5-285924	 17 45 40.58	-28 59 24.70	     1.79	     1.79	      0.0	    26.17	                TRUE	         	         	         	2336260.7
    63.95	 2CXO J174535.2-290015	 17 45 35.27	-29 00 15.10	     0.75	     0.73	    169.1	    30.00	                TRUE	   0.9994	   0.9738	   1.0000	1747557.7
    63.98	 2CXO J174536.8-285940	 17 45 36.80	-28 59 40.29	     0.74	     0.73	    129.9	    17.32	                TRUE	   0.9994	   0.8726	   1.0000	1824430.0
    64.09	 2CXO J174543.7-285947	 17 45 43.78	-28 59 47.02	     0.71	     0.71	     87.2	    25.86	                TRUE	         	         	         	1709650.1
    64.32	 2CXO J174535.1-290032	 17 45 35.14	-29 00 32.09	     0.73	     0.73	    171.9	    40.14	                TRUE	         	         	         	1728051.2
    64.52	 2CXO J174535.8-290102	 17 45 35.89	-29 01 02.74	     0.73	     0.73	      0.0	   169.41	                TRUE	   0.8645	   0.7851	   0.9325	1747523.4
    64.64	 2CXO J174540.4-285923	 17 45 40.41	-28 59 23.70	     0.72	     0.72	      0.0	    25.85	                TRUE	         	         	         	2397154.3
    64.83	 2CXO J174542.0-285928	 17 45 42.04	-28 59 28.85	     0.76	     0.73	     64.7	    28.10	                TRUE	   0.9157	   0.8264	   0.9800	1936472.3
    64.86	 2CXO J174544.9-290027	 17 45 44.98	-29 00 27.27	     0.71	     0.71	     90.8	    36.66	                TRUE	   0.9694	   0.9588	   0.9775	1720244.6
    64.89	 2CXO J174544.0-290106	 17 45 44.02	-29 01 06.71	     0.74	     0.73	     95.4	    28.29	                TRUE	   0.9994	   0.9063	   1.0000	1759636.8
    65.12	 2CXO J174536.5-290114	 17 45 36.52	-29 01 14.04	     0.73	     0.73	    159.9	     7.81	                TRUE	   0.8082	   0.6852	   0.9076	1708124.9
    65.26	 2CXO J174540.8-285923	 17 45 40.80	-28 59 23.66	     0.73	     0.72	     42.5	    26.92	                TRUE	   0.9444	   0.9001	   0.9813	2293574.6
    65.36	 2CXO J174540.2-285922	 17 45 40.23	-28 59 22.84	     0.73	     0.72	    164.0	    23.73	                TRUE	   0.9994	   0.9176	   1.0000	2397154.3
    65.59	 2CXO J174535.8-290103	 17 45 35.85	-29 01 03.96	     0.75	     0.73	     17.0	   173.27	                TRUE	   0.9619	   0.9163	   0.9938	1742518.0
    65.93	 2CXO J174537.8-290127	 17 45 37.82	-29 01 27.33	     0.73	     0.72	     81.7	   117.78	                TRUE	   0.9994	   0.9450	   1.0000	1922497.7
    65.95	 2CXO J174537.5-290125	 17 45 37.55	-29 01 25.50	     0.72	     0.72	     85.3	   143.08	                TRUE	   0.9806	   0.9600	   0.9963	1860251.0
    66.01	 2CXO J174537.5-285930	 17 45 37.58	-28 59 30.53	     0.72	     0.72	     81.3	    20.64	                TRUE	   0.9994	   0.9588	   1.0000	2066579.9
    66.20	 2CXO J174539.7-285922	 17 45 39.75	-28 59 22.06	     0.73	     0.72	     99.7	    20.36	                TRUE	   0.8982	   0.8176	   0.9650	2526009.9
    66.21	 2CXO J174535.2-290048	 17 45 35.24	-29 00 48.67	     0.74	     0.74	    150.0	   111.05	                TRUE	   0.9157	   0.8413	   0.9738	1747551.3
    66.52	 2CXO J174538.6-285924	 17 45 38.64	-28 59 24.20	     0.73	     0.72	    102.0	    20.09	                TRUE	   0.9994	   0.9563	   1.0000	2387388.7
    67.00	 2CXO J174538.9-290133	 17 45 38.98	-29 01 33.70	     0.72	     0.72	     61.3	    57.07	                TRUE	   0.9994	   0.9600	   1.0000	2288117.1
    67.45	 2CXO J174543.1-285934	 17 45 43.14	-28 59 34.41	     0.74	     0.73	     85.7	    22.07	                TRUE	   0.9994	   0.9363	   1.0000	1765947.5
    67.68	 2CXO J174534.9-290019	 17 45 34.92	-29 00 19.31	     0.72	     0.72	      4.1	    20.94	                TRUE	   0.9644	   0.9313	   0.9888	1747557.7
    67.79	 2CXO J174538.7-290133	 17 45 38.77	-29 01 33.85	     0.72	     0.72	    103.7	    63.48	                TRUE	   0.9994	   0.9688	   1.0000	2043882.7
    67.79	 2CXO J174537.8-285926	 17 45 37.84	-28 59 26.78	     0.76	     0.73	     43.8	    19.86	                TRUE	   0.9994	   0.9163	   1.0000	2256409.7
    67.83	 2CXO J174535.6-285953	 17 45 35.61	-28 59 53.12	     0.73	     0.73	    142.4	    14.61	                TRUE	         	         	         	1633625.4
    67.89	 2CXO J174534.8-290036	 17 45 34.90	-29 00 36.27	     0.73	     0.73	     62.6	    46.63	                TRUE	   0.9994	   0.8888	   1.0000	1728051.2
    68.18	 2CXO J174542.9-285931	 17 45 42.95	-28 59 31.67	     0.73	     0.72	     51.4	    23.22	                TRUE	   0.9994	   0.9200	   1.0000	1804139.5
    68.34	 2CXO J174540.0-290136	 17 45 40.00	-29 01 36.48	     1.37	     1.37	      0.0	    31.29	                TRUE	   0.9407	   0.8663	   0.9913	2434272.5
    68.48	 2CXO J174540.9-285920	 17 45 40.96	-28 59 20.75	     0.77	     0.74	     20.8	    25.18	                TRUE	   0.9619	   0.9213	   0.9888	2250159.7
    68.65	 2CXO J174542.4-285927	 17 45 42.48	-28 59 27.41	     0.73	     0.72	    136.2	    30.48	                TRUE	   0.9994	   0.9650	   1.0000	1922804.3
    69.33	 2CXO J174540.1-285918	 17 45 40.10	-28 59 18.82	     0.72	     0.72	     34.4	    21.45	                TRUE	   0.9994	   0.9388	   1.0000	2415363.3
    69.54	 2CXO J174535.7-290109	 17 45 35.77	-29 01 09.40	     0.75	     0.74	    122.0	     9.64	                TRUE	   0.9994	   0.9550	   1.0000	1546990.8
    69.84	 2CXO J174536.3-285938	 17 45 36.32	-28 59 38.13	     0.75	     0.73	     38.0	    16.09	                TRUE	   0.9994	   0.9388	   1.0000	1790732.5
    69.87	 2CXO J174544.0-285941	 17 45 44.00	-28 59 41.53	     0.72	     0.72	     16.9	    22.13	                TRUE	   0.9382	   0.8726	   0.9875	1720275.3
    70.08	 2CXO J174544.8-290057	 17 45 44.88	-29 00 57.86	     0.75	     0.73	     95.2	    25.19	                TRUE	   0.9994	   0.8588	   1.0000	1759636.8
    70.35	 2CXO J174534.6-290024	 17 45 34.68	-29 00 24.83	     0.74	     0.74	    150.3	    26.57	                TRUE	   0.9994	   0.9038	   1.0000	1728051.2
    70.51	 2CXO J174534.8-290008	 17 45 34.88	-29 00 08.27	     0.72	     0.72	      1.1	    12.83	                TRUE	   0.9781	   0.9538	   0.9963	1747557.7
    71.30	 2CXO J174538.5-290136	 17 45 38.55	-29 01 36.73	     0.71	     0.71	      0.0	    74.26	                TRUE	         	         	         	2025680.6
    71.64	 2CXO J174544.8-285953	 17 45 44.83	-28 59 53.69	     0.71	     0.71	      0.0	    24.26	                TRUE	   0.9856	   0.9675	   0.9975	1709653.1
    71.70	 2CXO J174541.6-285919	 17 45 41.62	-28 59 19.52	     0.73	     0.72	     37.3	    24.00	                TRUE	   0.9994	   0.9238	   1.0000	2114027.9
    71.82	 2CXO J174534.6-290039	 17 45 34.64	-29 00 39.87	     0.72	     0.72	     82.8	    62.92	                TRUE	   0.9744	   0.9475	   0.9950	1728051.2
    71.86	 2CXO J174538.4-290136	 17 45 38.45	-29 01 36.92	     0.71	     0.71	      0.0	    79.13	                TRUE	         	         	         	1989339.5
    71.93	 2CXO J174541.4-290137	 17 45 41.44	-29 01 37.69	     0.71	     0.71	     91.9	    23.72	                TRUE	   0.9994	   0.9875	   1.0000	2217496.4
    72.16	 2CXO J174544.1-285940	 17 45 44.18	-28 59 40.62	     0.73	     0.72	     78.7	    22.88	                TRUE	   0.9994	   0.8551	   1.0000	1720275.3
    72.21	 2CXO J174537.2-285926	 17 45 37.21	-28 59 26.22	     0.73	     0.72	      8.0	    18.85	                TRUE	   0.8994	   0.8314	   0.9613	1980478.9
    72.24	 2CXO J174538.3-290136	 17 45 38.31	-29 01 36.74	     0.71	     0.71	      0.0	    87.59	                TRUE	   0.9994	   0.8801	   1.0000	1943929.4
    72.51	 2CXO J174540.4-285915	 17 45 40.49	-28 59 15.89	     0.71	     0.71	      0.0	    20.81	                TRUE	   0.9594	   0.9388	   0.9775	2293580.8
    72.54	 2CXO J174534.6-290044	 17 45 34.66	-29 00 44.98	     0.73	     0.72	    143.5	    76.73	                TRUE	         	         	         	1728051.2
    72.55	 2CXO J174539.9-290140	 17 45 39.95	-29 01 40.69	     0.76	     0.75	     37.4	    30.76	                TRUE	   0.8782	   0.7814	   0.9575	2423650.3
    73.10	 2CXO J174537.9-290135	 17 45 37.91	-29 01 35.70	     0.72	     0.72	      0.0	   116.15	                TRUE	   0.9994	   0.9725	   1.0000	1856729.7
    73.11	 2CXO J174534.5-290016	 17 45 34.54	-29 00 16.14	     0.72	     0.72	     30.7	    19.19	                TRUE	   0.8620	   0.7689	   0.9413	1747557.7
    73.68	 2CXO J174537.8-285920	 17 45 37.82	-28 59 20.44	     0.75	     0.73	    104.5	    17.82	                TRUE	   0.9994	   0.9663	   1.0000	2256415.9
    73.87	 2CXO J174540.7-290141	 17 45 40.72	-29 01 41.48	     0.74	     0.73	    142.0	    26.50	                TRUE	   0.8645	   0.7939	   0.9288	2452122.8
    74.17	 2CXO J174538.6-285916	 17 45 38.69	-28 59 16.10	     0.73	     0.73	     32.4	    17.88	                TRUE	   0.9994	   0.9388	   1.0000	2387394.9
    74.41	 2CXO J174545.2-290000	 17 45 45.29	-29 00 00.21	     0.72	     0.72	      0.0	    24.13	                TRUE	   0.8807	   0.8176	   0.9350	1720275.4
    74.56	 2CXO J174540.9-285914	 17 45 40.94	-28 59 14.53	     1.88	     1.88	      0.0	    21.63	                TRUE	   0.9994	   0.9425	   1.0000	2250165.9
    74.77	 2CXO J174539.5-285913	 17 45 39.51	-28 59 13.70	     0.74	     0.73	    135.9	    18.29	                TRUE	   0.8670	   0.7377	   0.9650	2508987.7
    75.62	 2CXO J174543.3-285925	 17 45 43.30	-28 59 25.81	     0.74	     0.74	      5.0	    21.03	                TRUE	   0.9132	   0.8239	   0.9788	1766913.7
    75.64	 2CXO J174536.0-285933	 17 45 36.04	-28 59 33.65	     0.74	     0.73	    147.5	    16.15	                TRUE	   0.9994	   0.8801	   1.0000	1790732.6
    75.71	 2CXO J174540.7-285912	 17 45 40.73	-28 59 12.99	     0.76	     0.75	    155.0	    19.47	                TRUE	   0.9444	   0.8863	   0.9838	2293580.8
    75.72	 2CXO J174534.2-290023	 17 45 34.28	-29 00 23.12	     0.74	     0.73	    108.0	    18.93	                TRUE	   0.9669	   0.9338	   0.9900	1728051.2
    75.77	 2CXO J174545.2-285956	 17 45 45.27	-28 59 56.06	     0.72	     0.72	      0.0	    24.23	                TRUE	   0.8495	   0.7776	   0.9126	1720275.3
    75.84	 2CXO J174538.0-285916	 17 45 38.07	-28 59 16.84	     0.72	     0.72	    117.5	    16.44	                TRUE	   0.9994	   0.9638	   1.0000	2218449.5
    75.96	 2CXO J174544.2-290120	 17 45 44.23	-29 01 20.59	     0.74	     0.74	     41.5	    21.73	                TRUE	   0.9994	   0.9288	   1.0000	1709082.0
    76.16	 2CXO J174536.2-285930	 17 45 36.22	-28 59 30.75	     0.75	     0.73	     54.1	    16.57	                TRUE	   0.9994	   0.9238	   1.0000	1790735.7
    76.64	 2CXO J174534.3-290046	 17 45 34.36	-29 00 46.44	     0.72	     0.72	     91.5	    70.88	                TRUE	         	         	         	1728051.2
    76.96	 2CXO J174541.0-285912	 17 45 41.01	-28 59 12.25	     0.73	     0.73	      0.0	    20.45	                TRUE	   0.9069	   0.8351	   0.9688	2250165.9
    77.21	 2CXO J174542.6-285919	 17 45 42.66	-28 59 19.04	     0.73	     0.73	    128.9	    28.16	                TRUE	   0.8932	   0.8014	   0.9650	1882375.0
    77.65	 2CXO J174539.9-285910	 17 45 39.99	-28 59 10.50	     0.72	     0.72	      0.0	    18.96	                TRUE	         	         	         	2415363.3
    78.01	 2CXO J174543.9-290127	 17 45 43.90	-29 01 27.46	     0.73	     0.72	    175.7	    21.88	                TRUE	   0.8432	   0.7302	   0.9375	1709082.0
    78.12	 2CXO J174534.0-290030	 17 45 34.09	-29 00 30.52	     0.78	     0.72	     87.8	    25.77	                TRUE	   0.9994	   0.9500	   1.0000	1728051.2
    78.56	 2CXO J174544.4-285935	 17 45 44.48	-28 59 35.43	     0.71	     0.71	      0.0	    28.53	                TRUE	   0.9844	   0.9750	   0.9925	1758473.4
    78.61	 2CXO J174534.2-290007	 17 45 34.26	-29 00 07.13	     0.74	     0.73	      4.9	    11.50	                TRUE	   0.9994	   0.8913	   1.0000	1747557.7
    78.86	 2CXO J174546.0-290036	 17 45 46.01	-29 00 36.93	     0.73	     0.72	     85.6	    31.41	                TRUE	   0.9994	   0.9613	   1.0000	1759643.1
    79.15	 2CXO J174534.3-290054	 17 45 34.35	-29 00 54.47	     0.74	     0.73	    136.4	   114.74	                TRUE	   0.9994	   0.9163	   1.0000	1747551.3
    79.42	 2CXO J174545.4-285952	 17 45 45.43	-28 59 52.07	     0.72	     0.72	      0.0	    24.19	                TRUE	   0.9494	   0.9038	   0.9850	1720275.3
    79.69	 2CXO J174537.8-290142	 17 45 37.88	-29 01 42.64	     0.72	     0.72	     78.6	   121.68	                TRUE	   0.9994	   0.9575	   1.0000	1811054.7
    79.76	 2CXO J174541.6-285911	 17 45 41.61	-28 59 11.09	     0.74	     0.73	     89.9	    19.52	                TRUE	   0.9994	   0.8988	   1.0000	2155811.3
    80.19	 2CXO J174538.8-285909	 17 45 38.83	-28 59 09.54	     0.73	     0.73	    179.6	    12.83	                TRUE	   0.9994	   0.9088	   1.0000	2387394.9
    80.44	 2CXO J174542.5-285914	 17 45 42.54	-28 59 14.74	     0.80	     0.74	    141.8	    26.26	                TRUE	   0.9994	   0.9250	   1.0000	1927787.8
    80.70	 2CXO J174544.1-290127	 17 45 44.17	-29 01 27.97	     0.73	     0.73	     12.9	    19.68	                TRUE	   0.9994	   0.9051	   1.0000	1709082.0
    80.71	 2CXO J174534.4-290102	 17 45 34.47	-29 01 02.59	     0.73	     0.73	    173.0	   149.80	                TRUE	   0.9644	   0.9238	   0.9925	1747548.2
    80.75	 2CXO J174538.0-285911	 17 45 38.03	-28 59 11.84	     0.71	     0.71	      0.0	    13.68	                TRUE	   0.9369	   0.9038	   0.9675	2218449.5
    81.06	 2CXO J174535.5-290124	 17 45 35.56	-29 01 24.05	     0.71	     0.71	     75.7	    64.57	                TRUE	   0.9994	   0.9850	   1.0000	1703144.4
    81.11	 2CXO J174545.6-285953	 17 45 45.64	-28 59 53.79	     0.79	     0.74	     59.7	    23.30	                TRUE	         	         	         	1720275.3
    81.20	 2CXO J174544.4-290125	 17 45 44.45	-29 01 25.12	     0.74	     0.73	    113.3	    18.63	                TRUE	   0.9994	   0.9363	   1.0000	1709082.0
    81.25	 2CXO J174533.8-290032	 17 45 33.85	-29 00 32.94	     0.74	     0.73	    149.0	    21.13	                TRUE	   0.9194	   0.8563	   0.9675	1728051.2
    81.34	 2CXO J174540.3-285906	 17 45 40.30	-28 59 06.89	     0.72	     0.71	     15.9	    13.76	                TRUE	   0.8894	   0.8314	   0.9450	2336270.0
    81.35	 2CXO J174542.1-285911	 17 45 42.16	-28 59 11.70	     0.73	     0.72	     74.1	    23.57	                TRUE	   0.9994	   0.9638	   1.0000	1941455.8
    81.58	 2CXO J174540.8-290149	 17 45 40.82	-29 01 49.08	     0.71	     0.71	    105.8	    21.88	                TRUE	   0.9994	   0.9950	   1.0000	2194676.2
    81.74	 2CXO J174538.3-285909	 17 45 38.39	-28 59 09.33	     0.74	     0.73	     21.9	    14.55	                TRUE	   0.9994	   0.8863	   1.0000	2322089.5
    81.89	 2CXO J174535.7-285928	 17 45 35.73	-28 59 28.94	     0.73	     0.72	     52.6	    16.66	                TRUE	   0.9681	   0.9338	   0.9938	1790738.8
    81.98	 2CXO J174545.3-285944	 17 45 45.33	-28 59 44.56	     0.71	     0.71	      0.0	    23.47	                TRUE	   0.9994	   0.9850	   1.0000	1720275.3
    82.20	 2CXO J174534.4-285951	 17 45 34.44	-28 59 51.27	     0.72	     0.72	      8.8	    13.79	                TRUE	   0.9994	   0.9325	   1.0000	1750361.8
    82.31	 2CXO J174537.6-290144	 17 45 37.64	-29 01 44.22	     0.71	     0.71	    132.7	   144.81	                TRUE	   0.9956	   0.9913	   0.9988	1766365.8
    82.33	 2CXO J174539.4-290150	 17 45 39.48	-29 01 50.16	     0.72	     0.72	      0.0	    35.95	                TRUE	   0.9731	   0.9425	   0.9950	2263573.2
    82.56	 2CXO J174543.2-285917	 17 45 43.27	-28 59 17.33	     0.72	     0.72	    167.1	    30.27	                TRUE	   0.9994	   0.9688	   1.0000	1848527.8
    83.11	 2CXO J174546.1-290005	 17 45 46.14	-29 00 05.68	     0.75	     0.74	    137.8	    20.39	                TRUE	   0.9781	   0.9525	   0.9963	1720266.1
    83.43	 2CXO J174540.4-285904	 17 45 40.45	-28 59 04.90	     0.73	     0.73	    119.2	    15.69	                TRUE	   0.9994	   0.8963	   1.0000	2189547.6
    83.48	 2CXO J174534.9-290118	 17 45 34.98	-29 01 18.79	     0.71	     0.71	     15.4	    22.14	                TRUE	   0.9994	   0.9963	   1.0000	1708124.9
    83.82	 2CXO J174543.7-290136	 17 45 43.77	-29 01 36.21	     0.72	     0.72	      0.0	    18.12	                TRUE	   0.9044	   0.8488	   0.9538	1727284.3
    83.93	 2CXO J174544.8-290122	 17 45 44.89	-29 01 22.79	     0.74	     0.73	    133.8	    13.92	                TRUE	   0.9994	   0.9051	   1.0000	1709082.0
    84.41	 2CXO J174546.2-290003	 17 45 46.20	-29 00 03.92	     0.83	     0.75	    156.8	    17.19	                TRUE	   0.9257	   0.8838	   0.9625	1720278.5
    84.47	 2CXO J174537.8-285908	 17 45 37.85	-28 59 08.72	     0.74	     0.71	    153.8	    19.17	                TRUE	   0.9994	   0.9900	   1.0000	2236520.6
    84.60	 2CXO J174545.4-285941	 17 45 45.42	-28 59 41.48	     0.72	     0.72	      0.0	    23.19	                TRUE	   0.9994	   0.9625	   1.0000	1720275.3
    84.86	 2CXO J174536.8-285914	 17 45 36.83	-28 59 14.46	     0.72	     0.72	    169.1	    17.68	                TRUE	   0.9994	   0.7327	   1.0000	1899693.0
    84.87	 2CXO J174534.9-285936	 17 45 34.91	-28 59 36.36	     0.73	     0.73	      0.0	    17.10	                TRUE	   0.9994	   0.9263	   1.0000	1751337.2
